frame,x,y,w,h,t,noX,noY,neX,neY,taX,taY,trk
383,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
383,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
383,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
383,1551,857,74,127,1.8,1609,868,1605,866,1508,844,71
383,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
383,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
383,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
383,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
383,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
383,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
383,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
383,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
383,54,530,51,104,3.33,39,573,36,559,54,486,166
383,795,433,136,95,4.66,762,470,784,471,836,381,194
383,31,973,42,71,3.17,23,997,21,992,27,946,217
383,235,455,60,139,3.35,208,510,205,496,241,399,219
383,27,780,59,54,4.69,2,766,5,770,38,801,291
383,32,294,43,54,1.56,53,292,41,288,10,289,299
383,15,489,30,98,-3.14,19,532,10,521,3,448,316
383,69,361,55,97,0.23,63,311,61,318,43,385,344
383,431,717,59,139,4.96,380,697,384,698,475,741,202
383,125,289,40,59,-1.54,102,302,103,292,141,280,350
384,50,355,51,102,0.1,55,311,48,315,30,383,3
384,50,355,51,102,0.1,63,311,61,318,43,385,3
384,68,584,48,53,4.54,49,585,53,584,89,574,4
384,79,311,48,75,2.95,95,340,84,328,62,284,7
384,235,359,61,135,3.24,211,413,208,391,238,303,8
384,491,512,57,136,4.83,430,493,437,498,527,503,9
384,209,481,52,129,3.01,218,536,204,526,206,425,11
384,209,481,52,129,3.01,200,546,197,532,227,427,11
384,283,306,74,98,1.63,319,322,307,301,242,285,12
384,355,291,65,97,5.04,311,278,319,282,401,285,13
384,415,298,65,129,1.04,464,275,440,276,372,335,14
384,498,301,55,119,4.82,443,304,453,296,551,302,15
384,634,326,98,164,4.78,558,312,576,290,699,300,16
384,705,342,68,142,5.15,650,320,655,323,755,349,17
384,701,935,64,157,5.35,648,906,652,907,749,977,18
384,340,862,73,128,5.4,287,837,294,860,395,882,19
384,352,377,69,140,6.21,340,310,336,319,352,420,20
384,395,574,65,136,3.42,377,630,375,624,416,513,21
384,366,758,87,123,5.77,324,714,326,724,379,811,23
384,681,824,63,151,4.9,622,811,630,816,748,836,24
384,639,403,67,164,6.17,646,328,637,342,642,466,25
384,333,784,50,105,5.89,307,742,309,747,352,817,26
384,441,634,73,143,4.08,389,658,390,651,470,593,27
384,482,387,67,149,0.24,513,329,496,336,450,446,29
384,327,527,54,157,2.73,361,589,342,574,291,472,30
384,434,343,58,125,4.4,391,375,393,350,486,321,31
384,169,745,65,138,0.13,176,681,163,693,160,802,32
384,169,745,65,138,0.13,191,710,191,715,194,790,32
384,259,768,45,107,4.98,211,753,221,758,299,776,33
384,212,755,68,102,6.19,191,710,191,715,194,790,35
384,793,582,55,169,3.12,797,638,797,632,795,507,36
384,275,821,62,108,4.75,226,821,233,839,317,813,37
384,674,561,66,160,6.11,659,495,662,507,687,620,38
384,891,572,80,189,3.29,854,645,863,615,899,487,39
384,962,663,60,156,3.34,951,724,953,716,972,591,40
384,875,894,130,162,3.35,836,957,818,925,862,822,41
384,1469,700,63,167,3.29,1444,769,1468,752,1459,623,42
384,1122,352,71,187,1.71,1198,374,1178,356,1041,338,43
384,1326,382,71,159,5.0,1255,363,1281,358,1397,403,44
384,1565,739,57,165,-2.9,1555,807,1565,791,1578,662,45
384,1183,515,74,170,4.65,1108,523,1134,511,1255,495,46
384,1588,424,60,138,4.71,1528,433,1545,415,1645,416,47
384,1416,628,61,156,2.45,1449,681,1446,675,1388,579,48
384,1609,517,99,136,3.56,1600,573,1618,563,1649,464,49
384,1582,474,58,136,1.95,1635,496,1629,493,1544,449,50
384,1198,613,95,200,5.97,1153,538,1167,565,1247,666,51
384,1610,666,57,154,2.66,1641,723,1638,712,1587,602,52
384,1598,747,59,155,3.32,1581,813,1594,797,1608,674,53
384,1534,746,58,179,3.28,1521,820,1528,803,1543,667,54
384,1479,702,119,182,0.02,1444,769,1468,752,1459,623,55
384,1479,702,119,182,0.02,1515,622,1530,657,1492,779,55
384,1379,690,102,186,5.7,1356,602,1386,616,1442,733,56
384,1644,607,65,134,6.14,1642,552,1648,564,1643,668,57
384,1350,719,97,167,0.08,1336,643,1336,672,1376,793,58
384,1276,774,72,172,2.69,1306,846,1303,832,1254,699,59
384,1072,983,94,171,4.88,995,983,1023,996,1156,969,60
384,1560,556,77,160,2.84,1560,625,1572,610,1547,488,61
384,1333,809,98,156,5.51,1294,744,1314,760,1386,851,62
384,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
384,1437,536,63,135,0.96,1484,501,1480,507,1394,551,64
384,870,729,87,186,0.02,866,648,863,678,865,809,65
384,1011,939,134,185,5.33,927,927,943,944,1092,979,67
384,1011,939,134,185,5.33,965,862,994,870,1107,945,67
384,1034,902,69,182,5.27,965,862,994,870,1107,945,68
384,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
384,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
384,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
384,1551,857,73,127,1.8,1609,868,1605,866,1508,844,71
384,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
384,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
384,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
384,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
384,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
384,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
384,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
384,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
384,54,530,51,104,3.33,39,573,36,559,54,486,166
384,795,433,136,95,4.66,762,470,784,471,836,381,194
384,31,973,42,71,3.17,23,997,21,992,27,946,217
384,219,490,67,139,-2.94,218,536,204,526,206,425,219
384,219,490,67,139,-2.94,200,546,197,532,227,427,219
384,27,780,59,54,4.69,2,766,5,770,38,801,291
384,32,294,43,54,1.56,53,292,41,288,10,289,299
384,15,489,30,98,-3.14,19,532,10,521,3,448,316
384,69,361,55,97,0.23,63,311,61,318,43,385,344
384,434,718,46,132,5.16,384,688,387,691,475,741,202
384,124,290,40,59,4.6,102,302,103,292,141,280,350
385,50,353,51,105,0.1,55,309,48,314,30,383,3
385,50,353,51,105,0.1,63,311,61,318,43,385,3
385,68,584,48,53,4.54,49,585,53,584,89,574,4
385,79,311,48,75,2.95,89,343,82,332,61,284,7
385,236,359,61,135,3.24,211,413,208,391,238,303,8
385,479,502,54,153,4.87,413,489,419,486,515,505,9
385,209,481,52,129,3.01,218,536,204,526,206,425,11
385,283,306,74,98,1.63,319,322,307,301,242,285,12
385,355,291,65,97,5.04,311,278,319,282,401,285,13
385,415,298,65,129,1.04,464,275,440,276,372,335,14
385,498,301,55,119,4.82,443,304,453,296,551,302,15
385,634,326,98,164,4.78,558,312,576,290,699,300,16
385,705,342,68,142,5.15,650,320,655,323,755,349,17
385,701,935,64,157,5.35,648,906,652,907,749,977,18
385,340,862,73,128,5.4,287,837,294,860,395,882,19
385,356,372,63,150,6.21,355,309,351,314,349,417,20
385,395,574,65,136,3.42,376,630,373,625,407,514,21
385,366,758,87,123,5.77,324,714,326,724,379,811,23
385,681,824,63,151,4.9,622,811,630,816,748,836,24
385,639,400,67,171,6.17,646,328,637,342,642,466,25
385,333,784,50,105,5.89,307,742,309,747,352,817,26
385,441,634,73,143,4.08,389,658,390,651,470,593,27
385,481,388,67,150,0.24,513,329,496,336,450,446,29
385,327,527,54,157,2.73,363,588,347,571,291,472,30
385,434,343,58,125,4.4,391,375,393,350,486,321,31
385,169,745,65,138,0.13,176,681,163,693,160,802,32
385,169,745,65,138,0.13,191,710,191,715,194,790,32
385,259,768,45,107,4.98,211,753,221,758,299,776,33
385,212,755,68,102,6.19,191,710,191,715,194,790,35
385,793,577,55,164,3.12,796,638,796,632,794,507,36
385,275,821,62,108,4.75,226,821,233,839,317,813,37
385,671,557,70,171,6.0,645,485,649,500,691,614,38
385,891,572,80,189,3.29,854,645,863,615,899,487,39
385,962,666,60,162,3.34,954,725,954,717,972,591,40
385,875,894,130,162,3.35,836,957,818,925,862,822,41
385,1469,700,63,167,3.29,1444,769,1468,752,1462,623,42
385,1122,352,71,187,1.71,1198,374,1178,356,1041,338,43
385,1323,381,71,165,5.0,1255,368,1278,363,1397,403,44
385,1565,739,57,165,-2.9,1555,807,1568,790,1578,662,45
385,1160,502,131,109,0.18,1127,450,1129,465,1212,540,46
385,1588,424,60,138,4.71,1528,433,1545,415,1645,416,47
385,1416,628,61,156,2.45,1449,681,1446,675,1388,579,48
385,1609,517,99,136,3.56,1603,573,1618,563,1649,464,49
385,1580,473,58,132,1.95,1633,491,1629,491,1544,449,50
385,1098,537,139,193,0.16,1105,455,1088,480,1144,596,51
385,1610,666,57,154,2.66,1641,723,1638,712,1587,602,52
385,1598,747,59,155,3.32,1581,813,1594,797,1608,674,53
385,1534,746,58,179,3.28,1521,820,1528,803,1543,667,54
385,1479,702,119,182,0.02,1444,769,1468,752,1462,623,55
385,1479,702,119,182,0.02,1515,622,1530,657,1492,779,55
385,1379,690,102,186,5.7,1357,603,1386,616,1442,733,56
385,1644,607,65,134,6.14,1642,552,1648,564,1643,668,57
385,1350,719,97,167,0.08,1336,643,1336,672,1376,793,58
385,1276,774,72,172,2.69,1306,846,1303,832,1254,699,59
385,1072,983,94,171,4.88,995,983,1023,996,1156,969,60
385,1563,555,71,160,2.84,1558,616,1569,602,1547,488,61
385,1333,809,98,156,5.51,1294,744,1314,760,1386,851,62
385,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
385,1437,536,63,135,0.96,1481,495,1476,502,1394,551,64
385,870,729,87,186,0.02,866,648,863,678,865,809,65
385,1011,939,134,185,5.33,927,927,943,944,1092,979,67
385,1011,939,134,185,5.33,965,862,994,870,1107,945,67
385,1034,902,69,182,5.27,965,862,994,870,1107,945,68
385,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
385,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
385,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
385,1551,858,76,127,1.8,1609,868,1605,866,1508,844,71
385,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
385,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
385,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
385,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
385,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
385,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
385,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
385,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
385,54,530,51,104,3.33,39,573,36,559,54,486,166
385,795,433,136,95,4.66,762,470,784,471,836,381,194
385,31,973,42,71,3.17,23,997,21,992,27,946,217
385,208,513,64,155,3.42,188,574,185,559,219,453,219
385,27,780,59,54,4.69,2,766,5,770,38,801,291
385,32,294,43,54,1.56,53,292,41,288,10,289,299
385,15,489,30,98,-3.14,19,532,10,521,3,448,316
385,67,360,58,97,0.23,63,311,61,318,43,385,344
385,434,718,46,132,5.16,388,689,391,691,475,741,202
385,124,290,40,59,4.6,102,302,103,292,141,280,350
386,50,353,51,105,0.1,55,307,48,315,30,383,3
386,50,353,51,105,0.1,67,308,60,314,43,385,3
386,68,584,48,53,4.54,49,585,53,584,89,574,4
386,79,313,48,80,2.95,90,338,83,322,61,284,7
386,236,359,67,135,3.24,211,413,208,391,238,303,8
386,458,488,30,148,4.79,395,492,401,490,490,505,9
386,209,481,52,129,3.01,218,536,204,526,206,425,11
386,283,306,74,98,1.63,319,322,307,301,242,285,12
386,355,291,65,97,5.04,311,278,319,282,401,285,13
386,415,298,65,129,1.04,464,275,440,276,372,335,14
386,498,301,55,119,4.82,443,304,453,296,551,302,15
386,634,326,98,164,4.78,558,312,576,290,699,300,16
386,705,342,68,142,5.15,654,310,656,317,755,349,17
386,701,935,64,157,5.35,648,906,652,907,749,977,18
386,340,862,73,128,5.4,287,837,294,860,395,882,19
386,355,362,69,129,0.03,356,312,352,318,341,414,20
386,398,574,70,136,3.42,374,628,372,622,408,512,21
386,366,758,87,123,5.77,324,714,326,724,379,811,23
386,366,758,87,123,5.77,312,730,309,738,352,817,23
386,681,824,63,151,4.9,622,811,630,816,748,836,24
386,639,400,67,171,6.17,646,328,637,342,642,466,25
386,333,779,50,115,5.89,312,730,309,738,352,817,26
386,441,634,73,143,4.08,389,658,390,651,470,593,27
386,482,387,67,149,0.24,513,329,496,336,450,446,29
386,326,524,54,150,2.73,363,584,347,571,291,472,30
386,434,343,58,125,4.4,391,375,393,350,486,321,31
386,169,745,65,138,0.13,176,681,163,693,160,802,32
386,169,745,65,138,0.13,191,710,191,715,194,790,32
386,259,768,46,107,4.98,211,753,221,758,299,776,33
386,212,755,68,102,6.19,191,710,191,715,194,790,35
386,793,577,55,164,3.12,796,638,796,632,794,507,36
386,275,821,62,108,4.75,226,821,233,839,317,813,37
386,671,557,70,171,6.0,648,482,650,497,691,614,38
386,891,572,80,189,3.29,854,645,863,615,899,487,39
386,960,666,60,157,3.36,951,722,953,714,972,591,40
386,875,894,130,162,3.35,836,957,818,925,862,822,41
386,1469,700,63,167,3.29,1444,769,1468,752,1478,626,42
386,1122,352,71,187,1.71,1198,374,1178,356,1041,338,43
386,1323,381,71,166,5.0,1251,369,1276,363,1397,403,44
386,1565,739,57,165,-2.9,1555,807,1568,790,1578,662,45
386,1150,502,121,114,1.11,1169,453,1155,452,1145,563,46
386,1588,424,60,138,4.71,1528,433,1545,415,1645,416,47
386,1417,629,59,165,2.34,1467,674,1458,668,1388,579,48
386,1609,517,99,136,3.56,1596,572,1618,563,1649,464,49
386,1582,474,58,136,1.95,1631,488,1628,486,1549,453,50
386,1076,474,125,163,1.23,1137,429,1106,421,1036,537,51
386,1610,666,57,154,2.66,1641,723,1638,712,1587,602,52
386,1598,747,59,155,3.32,1581,813,1594,797,1608,674,53
386,1534,746,58,179,3.28,1521,820,1528,803,1543,667,54
386,1479,702,119,182,0.02,1444,769,1468,752,1478,626,55
386,1479,702,119,182,0.02,1515,622,1530,657,1492,779,55
386,1379,690,102,186,5.7,1355,602,1386,616,1442,733,56
386,1644,607,65,134,6.14,1642,552,1648,564,1643,668,57
386,1347,719,102,167,0.08,1330,643,1331,672,1375,793,58
386,1276,774,72,172,2.69,1306,846,1303,832,1254,699,59
386,1072,983,94,171,4.88,995,983,1023,996,1156,969,60
386,1566,555,74,150,2.97,1550,612,1569,600,1546,489,61
386,1333,809,98,156,5.51,1294,744,1314,760,1386,851,62
386,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
386,1441,522,64,138,0.68,1480,472,1479,479,1408,553,64
386,870,729,87,186,0.02,866,648,863,678,865,809,65
386,1011,939,134,185,5.33,927,927,943,944,1092,979,67
386,1011,939,134,185,5.33,965,862,994,870,1107,945,67
386,1034,902,69,182,5.27,965,862,994,870,1107,945,68
386,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
386,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
386,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
386,1551,857,75,127,1.8,1609,868,1605,866,1508,844,71
386,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
386,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
386,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
386,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
386,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
386,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
386,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
386,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
386,54,530,51,104,3.33,39,573,36,559,54,486,166
386,795,433,136,95,4.66,762,470,784,471,836,381,194
386,31,973,42,71,3.17,23,997,21,992,27,946,217
386,195,539,73,129,3.42,174,587,171,572,207,478,219
386,27,780,59,54,4.69,2,766,5,770,38,801,291
386,32,294,43,54,1.56,53,292,41,288,10,289,299
386,15,489,30,98,-3.14,19,532,10,521,3,448,316
386,70,358,55,103,0.23,67,308,60,314,43,385,344
386,434,718,46,132,5.16,384,688,387,691,475,741,202
386,124,290,40,59,4.6,102,302,103,292,141,280,350
387,50,354,51,103,0.1,57,309,49,314,30,383,3
387,50,354,51,103,0.1,69,315,61,321,43,385,3
387,68,584,48,53,4.54,49,585,53,584,89,574,4
387,80,315,48,83,2.95,89,343,83,322,60,287,7
387,238,359,64,135,3.24,211,413,208,391,238,303,8
387,425,493,52,144,4.43,377,505,383,502,472,486,9
387,209,481,52,129,3.01,218,536,204,526,206,425,11
387,283,306,74,98,1.63,319,322,307,301,242,285,12
387,355,291,65,97,5.04,311,278,319,282,401,285,13
387,415,298,65,129,1.04,464,275,440,276,372,335,14
387,498,301,55,119,4.82,443,304,453,296,551,302,15
387,634,326,98,164,4.78,558,312,576,290,699,300,16
387,705,341,85,141,5.44,663,302,665,308,755,349,17
387,701,935,64,157,5.35,648,906,652,907,749,977,18
387,340,862,73,128,5.4,287,837,294,860,395,882,19
387,355,362,69,129,0.03,362,316,353,313,336,412,20
387,395,574,65,136,3.42,372,628,372,621,416,513,21
387,366,758,87,123,5.77,324,714,326,724,379,811,23
387,681,824,63,151,4.9,622,811,630,816,748,836,24
387,639,400,67,171,6.17,646,328,637,342,642,466,25
387,330,780,57,115,5.89,309,731,306,738,339,823,26
387,445,643,62,143,4.37,382,656,390,657,477,618,27
387,482,387,67,148,0.24,513,329,496,336,450,446,29
387,325,523,54,148,2.73,361,584,347,571,291,472,30
387,434,343,58,125,4.4,391,375,393,350,486,321,31
387,169,745,65,138,0.13,176,681,163,693,160,802,32
387,169,745,65,138,0.13,191,710,191,715,194,790,32
387,257,768,45,103,4.98,211,753,221,758,299,776,33
387,212,755,68,102,6.19,191,710,191,715,194,790,35
387,793,577,55,164,3.12,796,638,796,632,794,507,36
387,271,821,62,101,4.75,226,821,233,839,317,813,37
387,679,559,81,169,6.17,660,483,658,494,689,611,38
387,891,572,80,189,3.29,854,645,863,615,899,487,39
387,960,666,60,157,3.36,951,722,953,714,972,591,40
387,875,894,130,162,3.35,836,957,818,925,862,822,41
387,1469,700,63,167,3.29,1444,769,1468,752,1466,623,42
387,1122,352,71,187,1.71,1198,374,1178,356,1041,338,43
387,1323,381,71,166,5.0,1251,369,1276,363,1397,403,44
387,1565,739,57,165,-2.9,1555,807,1568,790,1578,662,45
387,1150,522,144,131,1.68,1211,487,1202,481,1101,534,46
387,1588,424,60,138,4.71,1528,433,1545,415,1645,416,47
387,1417,629,59,160,2.41,1458,677,1453,673,1388,579,48
387,1618,521,80,136,3.56,1600,572,1618,563,1649,464,49
387,1582,474,58,136,1.81,1633,482,1626,475,1549,453,50
387,1098,448,106,190,1.75,1185,453,1157,431,1018,425,51
387,1610,666,57,154,2.66,1641,723,1638,712,1587,602,52
387,1598,747,59,155,3.32,1581,813,1594,797,1608,674,53
387,1534,746,58,179,3.28,1521,820,1528,803,1543,667,54
387,1479,702,119,182,0.02,1444,769,1468,752,1466,623,55
387,1479,702,119,182,0.02,1515,622,1530,657,1492,779,55
387,1379,690,102,186,5.7,1356,601,1386,616,1442,733,56
387,1644,607,65,134,6.14,1642,552,1648,564,1643,668,57
387,1347,719,102,167,0.08,1330,643,1331,672,1375,793,58
387,1276,774,72,172,2.69,1306,846,1303,832,1254,699,59
387,1072,983,94,171,4.88,995,983,1023,996,1156,969,60
387,1565,553,74,154,2.97,1561,617,1569,600,1550,490,61
387,1333,808,97,156,5.51,1294,744,1314,760,1386,851,62
387,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
387,1451,508,62,151,0.58,1487,453,1486,459,1428,539,64
387,870,729,87,186,0.02,866,648,863,678,865,809,65
387,1011,939,134,185,5.33,927,927,943,944,1092,979,67
387,1011,939,134,185,5.33,965,862,994,870,1107,945,67
387,1034,902,69,182,5.27,965,862,994,870,1107,945,68
387,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
387,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
387,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
387,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
387,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
387,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
387,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
387,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
387,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
387,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
387,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
387,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
387,54,530,51,104,3.33,39,573,36,559,54,486,166
387,795,433,136,95,4.66,762,470,784,471,836,381,194
387,31,973,42,71,3.17,23,997,21,992,27,946,217
387,197,548,79,132,3.42,171,599,168,585,202,490,219
387,27,780,59,54,4.69,2,766,5,770,38,801,291
387,32,294,43,54,1.56,53,292,41,288,10,289,299
387,15,489,30,98,-3.14,19,532,10,521,3,448,316
387,69,360,57,101,0.23,69,315,61,321,43,385,344
387,434,718,46,132,5.16,384,688,387,691,475,741,202
387,124,290,40,59,4.6,102,302,103,292,141,280,350
388,50,353,51,105,0.1,55,304,48,313,30,383,3
388,50,353,51,105,0.1,71,307,62,313,46,389,3
388,68,584,48,53,4.54,49,585,53,584,89,574,4
388,80,315,48,83,2.95,81,340,80,321,61,284,7
388,237,359,65,135,3.24,211,413,208,391,238,303,8
388,420,505,94,124,3.91,368,529,373,525,451,477,9
388,209,481,52,129,3.01,218,536,204,526,206,425,11
388,283,306,74,98,1.63,319,322,307,301,242,285,12
388,355,291,65,97,5.04,311,278,319,282,401,285,13
388,415,298,65,129,1.04,464,275,440,276,372,335,14
388,498,301,55,119,4.82,443,304,453,296,551,302,15
388,634,326,98,164,4.78,558,312,576,290,699,300,16
388,710,339,91,132,5.67,672,299,674,304,764,351,17
388,701,935,64,157,5.35,648,906,652,907,749,977,18
388,340,862,73,128,5.4,287,837,294,860,395,882,19
388,356,359,69,134,0.03,349,313,346,322,336,412,20
388,398,575,71,136,3.42,372,629,371,623,416,513,21
388,366,758,87,123,5.77,324,714,326,725,373,814,23
388,681,824,63,151,4.9,622,811,630,816,748,836,24
388,639,400,67,171,6.17,632,331,633,342,642,466,25
388,325,786,50,121,5.95,309,731,306,738,331,829,26
388,450,661,67,143,4.91,382,656,390,657,485,662,27
388,482,387,67,148,0.24,513,329,496,336,450,446,29
388,325,522,54,146,2.73,362,582,347,571,291,472,30
388,434,343,58,125,4.4,391,375,393,350,486,321,31
388,169,745,65,138,0.13,176,681,163,693,160,802,32
388,169,745,65,138,0.13,191,710,191,715,194,790,32
388,257,768,45,103,4.98,211,753,221,758,299,776,33
388,212,755,68,102,6.19,191,710,191,715,194,790,35
388,793,577,55,164,3.12,796,638,796,632,794,507,36
388,270,821,62,98,4.75,226,821,233,839,317,813,37
388,682,557,76,173,6.17,664,487,663,495,689,611,38
388,891,572,80,189,3.29,854,645,863,615,899,487,39
388,960,666,60,157,3.36,951,722,953,714,972,591,40
388,875,894,130,162,3.35,836,957,818,925,862,822,41
388,1469,700,63,167,3.29,1444,769,1468,752,1466,623,42
388,1122,352,71,187,1.71,1198,374,1178,356,1041,338,43
388,1323,381,71,166,5.0,1251,369,1276,363,1397,403,44
388,1565,739,57,165,-2.9,1555,807,1568,790,1578,662,45
388,1171,502,97,144,1.81,1238,501,1225,492,1114,502,46
388,1588,424,60,138,4.71,1528,433,1545,415,1645,416,47
388,1417,629,59,160,2.41,1451,679,1448,674,1388,579,48
388,1619,522,77,136,3.56,1595,572,1618,563,1649,464,49
388,1582,474,58,136,1.84,1633,488,1629,482,1549,453,50
388,1174,436,89,205,2.06,1239,497,1229,465,1118,380,51
388,1610,666,57,154,2.66,1641,723,1638,712,1587,602,52
388,1598,747,59,155,3.32,1581,813,1594,797,1608,674,53
388,1534,746,58,179,3.28,1521,820,1528,803,1543,667,54
388,1479,702,119,182,0.02,1444,769,1468,752,1466,623,55
388,1479,702,119,182,0.02,1515,622,1530,657,1492,779,55
388,1379,690,102,186,5.7,1356,601,1386,616,1442,733,56
388,1644,607,65,134,6.14,1642,552,1648,564,1643,668,57
388,1347,719,102,167,0.08,1330,643,1331,672,1375,793,58
388,1276,774,72,172,2.69,1306,846,1303,832,1254,699,59
388,1072,983,94,171,4.88,995,983,1023,996,1156,969,60
388,1564,553,74,164,2.97,1568,624,1574,605,1552,481,61
388,1332,809,100,156,5.51,1294,744,1314,760,1386,851,62
388,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
388,1460,493,62,166,0.58,1497,425,1496,432,1444,515,64
388,870,729,87,186,0.02,866,648,863,678,865,809,65
388,1011,939,134,185,5.33,927,927,943,944,1092,979,67
388,1011,939,134,185,5.33,965,862,994,870,1107,945,67
388,1034,902,69,182,5.27,965,862,994,870,1107,945,68
388,1084,1001,111,202,4.91,995,983,1023,996,1156,969,69
388,1084,1001,111,202,4.91,1006,1008,1033,1028,1148,1036,69
388,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
388,1551,856,71,127,1.8,1609,868,1605,866,1508,844,71
388,1859,545,68,126,2.64,1882,591,1887,573,1848,494,72
388,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
388,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
388,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
388,1802,608,52,101,1.25,1845,592,1836,598,1770,618,76
388,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
388,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
388,48,1040,38,68,5.64,29,1022,29,1030,62,1056,81
388,54,530,51,104,3.33,39,573,36,559,54,486,166
388,795,433,136,95,4.66,762,470,784,471,836,381,194
388,31,973,42,71,3.17,23,997,21,992,27,946,217
388,196,558,67,134,3.42,179,615,176,602,206,497,219
388,27,780,59,54,4.69,2,766,5,770,38,801,291
388,32,294,43,54,1.56,53,292,41,288,10,289,299
388,15,489,30,98,-3.14,19,532,10,521,3,448,316
388,70,356,57,110,0.23,71,307,62,313,46,389,344
388,433,718,46,143,5.16,382,693,385,696,480,745,202
388,124,290,40,59,4.6,102,302,103,292,141,280,350
389,50,354,51,103,0.1,59,307,50,314,30,383,3
389,50,354,51,103,0.1,67,313,59,317,46,389,3
389,68,584,48,53,4.54,49,585,53,584,89,574,4
389,80,319,48,93,3.06,81,355,77,336,61,282,7
389,238,359,65,135,3.24,211,413,208,391,238,303,8
389,404,499,61,135,3.88,366,547,367,531,437,465,9
389,209,481,52,129,3.01,218,536,204,526,206,425,11
389,283,306,74,98,1.63,319,322,307,301,242,285,12
389,355,291,65,97,5.04,311,278,319,282,401,285,13
389,415,298,65,129,1.04,464,275,440,276,372,335,14
389,498,301,55,119,4.82,443,304,453,296,551,302,15
389,634,326,98,164,4.78,558,312,576,290,699,300,16
389,712,338,96,133,5.67,672,299,674,304,769,351,17
389,701,935,64,157,5.35,648,906,652,907,749,977,18
389,340,862,73,128,5.4,287,837,294,860,395,882,19
389,343,360,62,134,6.01,336,316,337,324,338,411,20
389,401,575,77,136,3.42,372,629,371,623,416,513,21
389,350,767,60,123,5.77,324,714,326,725,373,814,23
389,681,824,63,151,4.9,622,811,630,816,748,836,24
